price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,age,day_of_year,bed_bath_ratio,level_ratio,relative_living_space,relative_lot_size,level_difference
305000.0,3,2.5,1714,3240,2.0,3,8,1714,0.0,2005,1714,3240,6275 days 16:47:18.661888,114,1.2,0.0,0,0,1714.0
405000.0,3,1.0,1330,15678,1.0,3,7,900,430.0,1984,1330,12696,13946 days 16:47:18.661888,163,3.0,2.0930232558139537,0,2982,470.0
1110000.0,5,3.5,7350,12231,2.0,3,1,4750,2600.0,2001,5380,12587,7736 days 16:47:18.661888,211,1.4285714285714286,1.8269230769230769,1970,-356,2150.0
273000.0,3,1.75,2050,9045,2.0,4,6,2050,0.0,1959,1200,9045,23077 days 16:47:18.661888,092,1.7142857142857142,0.0,850,0,2050.0
326500.0,3,1.0,1810,12375,2.0,3,7,1810,0.0,1970,1420,9357,19059 days 16:47:18.661888,147,3.0,0.0,390,3018,1810.0
365000.0,3,1.75,1380,9134,1.0,5,7,880,500.0,1981,1400,8190,15041 days 16:47:18.661888,114,1.7142857142857142,1.76,-20,944,380.0
1000000.0,3,2.75,3070,10739,2.0,3,1,2440,630.0,1987,3490,11913,12850 days 16:47:18.661888,098,1.0909090909090908,3.873015873015873,-420,-1174,1810.0
422500.0,2,1.0,800,4046,1.0,3,7,800,0.0,1940,1400,4046,30017 days 16:47:18.661888,084,2.0,0.0,-600,0,800.0
354450.0,4,2.75,2140,9920,2.0,3,8,2140,0.0,1993,2130,9920,10658 days 16:47:18.661888,083,1.4545454545454546,0.0,10,0,2140.0
320000.0,3,1.0,1330,9540,1.0,4,7,1330,0.0,1971,1250,10350,18694 days 16:47:18.661888,338,3.0,0.0,80,-810,1330.0
223000.0,3,1.0,1030,9120,1.0,3,7,1030,0.0,1961,1470,10220,22346 days 16:47:18.661888,154,3.0,0.0,-440,-1100,1030.0
410000.0,3,2.5,1740,4948,2.0,3,7,1740,0.0,2008,1290,3383,5180 days 16:47:18.661888,205,1.2,0.0,450,1565,1740.0
438000.0,3,1.0,1200,4000,1.5,4,6,1200,0.0,1923,1390,4000,36226 days 16:47:18.661888,241,3.0,0.0,-190,0,1200.0
390000.0,3,3.0,1490,2944,2.0,3,7,960,530.0,1993,1590,1600,10658 days 16:47:18.661888,310,1.0,1.8113207547169812,-100,1344,430.0
298500.0,4,2.5,1890,5954,2.0,3,7,1890,0.0,2004,2030,5880,6641 days 16:47:18.661888,050,1.6,0.0,-140,74,1890.0
749999.0,5,2.25,3060,13630,2.0,3,1,3060,0.0,1989,3430,10700,12119 days 16:47:18.661888,248,2.2222222222222223,0.0,-370,2930,3060.0
779000.0,6,2.5,3250,12000,1.0,3,8,1800,1450.0,1966,3490,10320,20520 days 16:47:18.661888,241,2.4,1.2413793103448276,-240,1680,350.0
570000.0,3,2.75,2730,11936,2.0,3,8,1530,1200.0,1978,2810,12333,16137 days 16:47:18.661888,014,1.0909090909090908,1.275,-80,-397,330.0
385000.0,3,1.0,810,4600,1.0,3,6,810,0.0,1918,1520,4800,38052 days 16:47:18.661888,132,3.0,0.0,-710,-200,810.0
649000.0,4,2.0,2240,11040,1.0,5,8,1120,1120.0,1961,1790,11040,22346 days 16:47:18.661888,230,2.0,1.0,450,0,0.0
283000.0,3,1.0,1740,5247,1.0,3,7,1270,470.0,1947,1070,5636,27460 days 16:47:18.661888,274,3.0,2.702127659574468,670,-389,800.0
699900.0,4,2.25,2380,16236,1.0,3,7,1540,840.0,1961,2230,8925,22346 days 16:47:18.661888,265,1.7777777777777777,1.8333333333333333,150,7311,700.0
278500.0,4,1.0,1540,8400,1.0,3,7,770,770.0,1971,1520,9891,18694 days 16:47:18.661888,051,4.0,1.0,20,-1491,0.0
700000.0,4,1.75,2340,9100,1.0,3,8,1610,730.0,1975,2470,11000,17233 days 16:47:18.661888,319,2.2857142857142856,2.2054794520547945,-130,-1900,880.0
535000.0,4,2.75,2710,45963,2.0,3,9,2710,0.0,1995,2710,33955,9928 days 16:47:18.661888,209,1.4545454545454546,0.0,0,12008,2710.0
234500.0,3,1.75,1310,18400,1.0,3,7,870,440.0,1954,1840,10790,24903 days 16:47:18.661888,266,1.7142857142857142,1.9772727272727273,-530,7610,430.0
374150.0,3,1.75,1390,9585,1.0,4,7,1390,0.0,1973,1240,8188,17963 days 16:47:18.661888,218,1.7142857142857142,0.0,150,1397,1390.0
397000.0,4,2.5,2201,9542,2.0,3,8,2201,0.0,2006,1990,9542,5910 days 16:47:18.661888,076,1.6,0.0,211,0,2201.0
613000.0,3,2.25,1960,10385,1.0,3,8,1960,0.0,1988,2800,12632,12485 days 16:47:18.661888,261,1.3333333333333333,0.0,-840,-2247,1960.0
1150000.0,3,2.5,2850,10474,1.0,4,8,1730,1120.0,1954,2820,10474,24903 days 16:47:18.661888,160,1.2,1.5446428571428572,30,0,610.0
595000.0,4,1.75,1880,4080,1.0,3,7,940,940.0,1924,1410,4080,35861 days 16:47:18.661888,086,2.2857142857142856,1.0,470,0,0.0
340000.0,5,2.75,2440,6858,2.0,3,8,2440,0.0,2003,2300,6858,7006 days 16:47:18.661888,253,1.8181818181818181,0.0,140,0,2440.0
388000.0,4,2.5,2560,5800,2.0,3,9,2560,0.0,2005,3040,5800,6275 days 16:47:18.661888,008,1.6,0.0,-480,0,2560.0
404000.0,3,1.75,1410,15210,1.0,3,7,1410,0.0,1950,1970,16290,26364 days 16:47:18.661888,265,1.7142857142857142,0.0,-560,-1080,1410.0
810000.0,3,2.0,2870,6360,1.5,4,8,1790,1080.0,1946,2310,6466,27825 days 16:47:18.661888,241,1.5,1.6574074074074074,560,-106,710.0
405000.0,4,2.5,2620,9359,2.0,3,9,2620,0.0,1987,2580,7433,12850 days 16:47:18.661888,093,1.6,0.0,40,1926,2620.0
726000.0,5,3.0,2970,10335,2.0,3,9,2970,0.0,2000,2970,10335,8102 days 16:47:18.661888,195,1.6666666666666667,0.0,0,0,2970.0
266000.0,3,2.5,1780,7214,1.0,4,7,1400,380.0,1986,1520,7228,13215 days 16:47:18.661888,134,1.2,3.6842105263157894,260,-14,1020.0
722500.0,5,2.25,3700,7207,1.0,5,8,1850,1850.0,1970,2340,7900,19059 days 16:47:18.661888,356,2.2222222222222223,1.0,1360,-693,0.0
352000.0,4,2.5,1252,25002,1.0,3,8,992,260.0,1996,1860,25002,9563 days 16:47:18.661888,059,1.6,3.8153846153846156,-608,0,732.0
265000.0,4,1.5,1240,8158,1.0,4,7,1110,130.0,1961,1520,8147,22346 days 16:47:18.661888,078,2.6666666666666665,8.538461538461538,-280,11,980.0
856000.0,3,2.5,2160,3920,2.0,3,9,2160,0.0,2014,1500,4920,2988 days 16:47:18.661888,037,1.2,0.0,660,-1000,2160.0
346950.0,3,2.5,2040,4348,2.0,4,8,2040,0.0,2006,2380,4348,5910 days 16:47:18.661888,205,1.2,0.0,-340,0,2040.0
866059.0,5,3.5,3130,4797,2.0,3,9,2570,560.0,2014,3440,5439,2988 days 16:47:18.661888,168,1.4285714285714286,4.589285714285714,-310,-642,2010.0
410000.0,3,2.5,2350,4456,2.0,3,7,2350,0.0,2004,2350,4456,6641 days 16:47:18.661888,029,1.2,0.0,0,0,2350.0
370000.0,3,1.75,1570,16817,2.0,3,7,1570,0.0,1982,1600,16817,14676 days 16:47:18.661888,189,1.7142857142857142,0.0,-30,0,1570.0
230000.0,3,1.0,1530,389126,1.5,4,7,1530,0.0,1919,1768,42148,37687 days 16:47:18.661888,174,3.0,0.0,-238,346978,1530.0
400000.0,2,2.0,1520,5010,1.0,3,7,1520,0.0,1999,1110,5040,8467 days 16:47:18.661888,283,1.0,0.0,410,-30,1520.0
172000.0,3,1.0,1350,9680,1.0,4,7,820,530.0,1959,1320,9225,23077 days 16:47:18.661888,070,3.0,1.5471698113207548,30,455,290.0
615000.0,3,1.75,1950,8480,1.0,4,8,1250,700.0,1962,1740,8480,21981 days 16:47:18.661888,195,1.7142857142857142,1.7857142857142858,210,0,550.0
860000.0,4,3.5,3950,9600,2.0,3,1,3950,0.0,1998,3110,10213,8832 days 16:47:18.661888,097,1.1428571428571428,0.0,840,-613,3950.0
555000.0,3,1.75,2040,6000,1.0,5,7,1120,920.0,1958,1530,6250,23442 days 16:47:18.661888,169,1.7142857142857142,1.2173913043478262,510,-250,200.0
579000.0,3,2.5,1990,4040,1.5,5,8,1390,600.0,1926,1180,3030,35130 days 16:47:18.661888,202,1.2,2.316666666666667,810,1010,790.0
385000.0,3,1.75,1300,7030,1.0,3,7,1300,0.0,1968,1450,7650,19790 days 16:47:18.661888,181,1.7142857142857142,0.0,-150,-620,1300.0
420000.0,4,2.25,2030,12000,2.0,3,7,2030,0.0,1977,2190,9900,16502 days 16:47:18.661888,104,1.7777777777777777,0.0,-160,2100,2030.0
645000.0,3,1.75,2340,6750,1.5,5,7,1620,720.0,1914,1410,3388,39513 days 16:47:18.661888,197,1.7142857142857142,2.25,930,3362,900.0
549950.0,3,2.5,2160,6288,2.0,3,8,2160,0.0,1996,1830,7600,9563 days 16:47:18.661888,118,1.2,0.0,330,-1312,2160.0
678000.0,3,2.75,2770,10000,1.0,5,8,1640,1130.0,1962,2450,10000,21981 days 16:47:18.661888,266,1.0909090909090908,1.4513274336283186,320,0,510.0
199000.0,4,2.0,2030,8120,2.0,3,7,2030,0.0,1950,1520,9440,26364 days 16:47:18.661888,141,2.0,0.0,510,-1320,2030.0
604000.0,3,1.0,1440,13824,1.0,4,7,1440,0.0,1957,2540,12092,23807 days 16:47:18.661888,049,3.0,0.0,-1100,1732,1440.0
268000.0,5,1.75,1730,10368,1.0,5,7,1010,720.0,1963,1730,7728,21616 days 16:47:18.661888,093,2.857142857142857,1.4027777777777777,0,2640,290.0
960000.0,5,3.5,4510,16305,2.0,3,1,2820,1690.0,2003,4330,18741,7006 days 16:47:18.661888,217,1.4285714285714286,1.668639053254438,180,-2436,1130.0
509250.0,3,2.5,2100,7600,1.0,4,7,1450,650.0,1980,2010,7600,15407 days 16:47:18.661888,049,1.2,2.230769230769231,90,0,800.0
416000.0,3,2.5,1800,5372,2.0,3,8,1800,0.0,1987,1650,6014,12850 days 16:47:18.661888,322,1.2,0.0,150,-642,1800.0
190000.0,3,1.0,1090,8520,1.0,3,7,1090,0.0,1967,1190,8520,20155 days 16:47:18.661888,135,3.0,0.0,-100,0,1090.0
212000.0,3,1.5,1010,10000,1.0,4,7,1010,0.0,1973,2420,34637,17963 days 16:47:18.661888,119,2.0,0.0,-1410,-24637,1010.0
325900.0,3,2.5,2040,9765,2.0,3,8,2040,0.0,1985,2350,10150,13580 days 16:47:18.661888,302,1.2,0.0,-310,-385,2040.0
560000.0,3,3.5,2270,4088,2.0,3,8,1880,390.0,1996,1760,5425,9563 days 16:47:18.661888,213,0.8571428571428571,4.82051282051282,510,-1337,1490.0
275000.0,3,2.5,1730,5799,2.0,4,7,1730,0.0,1987,1710,6490,12850 days 16:47:18.661888,267,1.2,0.0,20,-691,1730.0
665000.0,4,2.5,2480,15411,2.0,3,8,2480,0.0,1994,2940,14679,10293 days 16:47:18.661888,068,1.6,0.0,-460,732,2480.0
375000.0,4,2.0,1720,2410,1.0,3,7,970,750.0,1930,1160,1404,33669 days 16:47:18.662886,337,2.0,1.2933333333333332,560,1006,220.0
359950.0,3,1.75,1570,6975,1.0,3,7,1040,530.0,1979,1280,7813,15772 days 16:47:18.662886,252,1.7142857142857142,1.9622641509433962,290,-838,510.0
340000.0,4,2.75,3527,7200,2.0,3,7,3527,0.0,2005,2490,7200,6275 days 16:47:18.662886,023,1.4545454545454546,0.0,1037,0,3527.0
401000.0,2,1.0,840,8100,1.0,4,7,840,0.0,1948,1100,8220,27095 days 16:47:18.662886,304,2.0,0.0,-260,-120,840.0
669000.0,2,1.75,1950,10766,1.0,4,6,1160,790.0,1952,1780,11721,25634 days 16:47:18.662886,177,1.1428571428571428,1.4683544303797469,170,-955,370.0
638500.0,4,2.5,1980,6568,2.0,3,8,1980,0.0,2004,2310,6496,6641 days 16:47:18.662886,119,1.6,0.0,-330,72,1980.0
545000.0,2,1.5,1620,3760,2.0,5,7,1170,450.0,1924,2130,4000,35861 days 16:47:18.662886,082,1.3333333333333333,2.6,-510,-240,720.0
524000.0,4,1.0,1980,7015,1.0,3,7,1260,720.0,1973,1570,7626,17963 days 16:47:18.662886,360,4.0,1.75,410,-611,540.0
1610000.0,5,3.75,3530,13260,2.0,3,1,3530,0.0,2013,3340,13260,3353 days 16:47:18.662886,312,1.3333333333333333,0.0,190,0,3530.0
280000.0,2,1.0,1260,4800,1.0,3,6,1100,160.0,1947,1260,2435,27460 days 16:47:18.662886,252,2.0,6.875,0,2365,940.0
828000.0,4,2.5,2120,10841,1.0,4,8,1500,620.0,1979,3130,10950,15772 days 16:47:18.662886,237,1.6,2.4193548387096775,-1010,-109,880.0
223000.0,3,1.75,1360,10573,1.0,4,7,1360,0.0,1984,1580,8280,13946 days 16:47:18.662886,290,1.7142857142857142,0.0,-220,2293,1360.0
1290000.0,4,3.5,3100,2261,2.0,3,9,2250,850.0,1981,2660,2000,15041 days 16:47:18.662886,002,1.1428571428571428,2.6470588235294117,440,261,1400.0
750000.0,2,2.0,2370,155130,1.0,3,7,2370,0.0,1970,1860,14475,19059 days 16:47:18.662886,124,1.0,0.0,510,140655,2370.0
430000.0,2,1.0,1460,9207,1.0,3,7,1210,250.0,1947,1500,6898,27460 days 16:47:18.662886,107,2.0,4.84,-40,2309,960.0
711000.0,4,1.75,1980,10800,1.0,5,6,990,990.0,1948,2180,10800,27095 days 16:47:18.662886,169,2.2857142857142856,1.0,-200,0,0.0
310000.0,4,2.5,1930,7014,2.0,3,8,1930,0.0,1994,1990,7920,10293 days 16:47:18.662886,338,1.6,0.0,-60,-906,1930.0
415000.0,5,1.75,3700,9140,1.0,3,8,1850,1850.0,1957,2190,6720,23807 days 16:47:18.662886,360,2.857142857142857,1.0,1510,2420,0.0
274900.0,4,2.5,1970,6600,2.0,3,7,1970,0.0,1987,1970,7682,12850 days 16:47:18.662886,182,1.6,0.0,0,-1082,1970.0
525000.0,3,3.0,2470,36445,2.0,4,8,2470,0.0,1980,2310,35350,15407 days 16:47:18.662886,160,1.0,0.0,160,1095,2470.0
179500.0,3,1.0,1180,32214,1.0,3,7,1180,0.0,1952,2300,13714,25634 days 16:47:18.662886,353,3.0,0.0,-1120,18500,1180.0
478000.0,3,1.0,1280,2580,1.5,3,8,1280,0.0,1910,1410,3150,40974 days 16:47:18.662886,143,3.0,0.0,-130,-570,1280.0
195000.0,3,1.75,1380,7350,1.0,3,7,990,390.0,1981,1660,8400,15041 days 16:47:18.662886,141,1.7142857142857142,2.5384615384615383,-280,-1050,600.0
385000.0,4,3.0,2740,10925,1.0,3,8,1670,1070.0,1980,2330,9940,15407 days 16:47:18.662886,064,1.3333333333333333,1.560747663551402,410,985,600.0
401000.0,3,2.75,2020,9505,1.0,3,7,1260,760.0,1969,2080,11901,19424 days 16:47:18.662886,335,1.0909090909090908,1.6578947368421053,-60,-2396,500.0
522000.0,4,2.5,2835,6598,2.0,3,8,2835,0.0,2002,2770,6969,7371 days 16:47:18.662886,269,1.6,0.0,65,-371,2835.0
330000.0,4,1.75,1520,14417,1.0,4,7,1520,0.0,1968,1600,10716,19790 days 16:47:18.662886,055,2.2857142857142856,0.0,-80,3701,1520.0
503000.0,3,2.5,2190,4882,2.0,3,9,2190,0.0,1999,2190,7055,8467 days 16:47:18.662886,154,1.2,0.0,0,-2173,2190.0
175000.0,5,1.75,1680,8400,1.0,4,7,1680,0.0,1979,1800,8550,15772 days 16:47:18.662886,043,2.857142857142857,0.0,-120,-150,1680.0
963990.0,4,3.5,3915,6364,2.0,3,9,3915,0.0,2014,3830,6507,2988 days 16:47:18.662886,079,1.1428571428571428,0.0,85,-143,3915.0
845000.0,5,2.0,1720,9972,1.0,4,8,1720,0.0,1951,2700,9023,25999 days 16:47:18.662886,272,2.5,0.0,-980,949,1720.0
157500.0,2,1.0,670,4500,1.0,3,5,670,0.0,1905,1210,4500,42800 days 16:47:18.662886,022,2.0,0.0,-540,0,670.0
450000.0,2,3.0,1790,1709,2.0,3,7,1400,390.0,2001,1460,1462,7736 days 16:47:18.662886,339,0.6666666666666666,3.58974358974359,330,247,1010.0
925000.0,4,1.75,2440,11793,1.0,3,8,1420,1020.0,1950,2500,8028,26364 days 16:47:18.662886,261,2.2857142857142856,1.392156862745098,-60,3765,400.0
600000.0,2,1.0,920,5029,1.0,4,7,920,0.0,1938,1230,5029,30747 days 16:47:18.662886,005,2.0,0.0,-310,0,920.0
709000.0,4,1.0,1680,4087,1.5,3,7,1680,0.0,1911,1740,3745,40609 days 16:47:18.662886,261,4.0,0.0,-60,342,1680.0
1390000.0,5,3.75,3290,6480,2.0,5,1,2190,1100.0,1938,2010,7639,30747 days 16:47:18.662886,314,1.3333333333333333,1.990909090909091,1280,-1159,1090.0
248000.0,3,2.5,2120,6840,1.0,3,7,1220,900.0,1984,1820,8200,13946 days 16:47:18.662886,254,1.2,1.3555555555555556,300,-1360,320.0
245000.0,3,1.0,910,6630,1.0,4,6,910,0.0,1912,950,5100,40244 days 16:47:18.662886,131,3.0,0.0,-40,1530,910.0
332000.0,2,1.0,1000,4776,1.0,4,6,1000,0.0,1942,1500,4800,29286 days 16:47:18.662886,150,2.0,0.0,-500,-24,1000.0
459950.0,3,2.5,2340,4273,2.0,3,7,2340,0.0,2002,2400,4624,7371 days 16:47:18.662886,072,1.2,0.0,-60,-351,2340.0
425000.0,3,2.0,1180,1800,2.0,3,8,1180,0.0,1994,1500,1948,10293 days 16:47:18.662886,100,1.5,0.0,-320,-148,1180.0
460000.0,3,2.25,2080,50965,1.0,3,8,1590,490.0,1979,2270,51836,15772 days 16:47:18.662886,246,1.3333333333333333,3.2448979591836733,-190,-871,1100.0
838300.0,6,2.5,3760,12978,1.0,3,9,2360,1400.0,1967,2300,7362,20155 days 16:47:18.662886,247,2.4,1.6857142857142857,1460,5616,960.0
256000.0,3,2.5,1480,7200,2.0,5,7,1480,0.0,1995,1350,7200,9928 days 16:47:18.662886,315,1.2,0.0,130,0,1480.0
864000.0,3,2.75,3060,13554,2.0,3,1,3060,0.0,1984,3060,11455,13946 days 16:47:18.662886,020,1.0909090909090908,0.0,0,2099,3060.0
900000.0,4,3.5,3070,4440,2.0,3,9,2030,1040.0,1922,1780,4800,36591 days 16:47:18.662886,064,1.1428571428571428,1.9519230769230769,1290,-360,990.0
145600.0,3,1.0,1170,7560,1.0,3,6,1170,0.0,1958,1170,7560,23442 days 16:47:18.662886,091,3.0,0.0,0,0,1170.0
865000.0,5,3.0,2900,6730,1.0,5,8,1830,1070.0,1977,2370,6283,16502 days 16:47:18.662886,233,1.6666666666666667,1.7102803738317758,530,447,760.0
250250.0,3,2.25,2210,8000,2.0,4,8,2210,0.0,1969,1990,8000,19424 days 16:47:18.662886,160,1.3333333333333333,0.0,220,0,2210.0
162000.0,4,2.0,1440,7641,1.0,4,5,1440,0.0,1943,1440,7750,28921 days 16:47:18.662886,262,2.0,0.0,0,-109,1440.0
450000.0,4,1.75,1980,7350,1.0,3,7,1430,550.0,1973,1870,7920,17963 days 16:47:18.662886,212,2.2857142857142856,2.6,110,-570,880.0
675500.0,4,2.75,2060,21344,1.0,2,8,1460,600.0,1978,2060,16088,16137 days 16:47:18.662886,084,1.4545454545454546,2.433333333333333,0,5256,860.0
697000.0,3,2.25,2420,5304,1.5,5,7,1640,780.0,1947,1560,5304,27460 days 16:47:18.662886,307,1.3333333333333333,2.1025641025641026,860,0,860.0
1320000.0,3,3.25,3440,4080,2.0,3,9,2560,880.0,2005,3110,4080,6275 days 16:47:18.662886,315,0.9230769230769231,2.909090909090909,330,0,1680.0
490000.0,3,1.75,1600,16510,1.0,3,8,1600,0.0,1984,1510,10407,13946 days 16:47:18.662886,335,1.7142857142857142,0.0,90,6103,1600.0
590000.0,3,2.25,2210,5742,1.0,3,8,1460,750.0,1951,1900,4590,25999 days 16:47:18.662886,294,1.3333333333333333,1.9466666666666668,310,1152,710.0
280000.0,4,1.75,2250,16000,1.0,3,8,1450,800.0,1957,1930,16000,23807 days 16:47:18.662886,132,2.2857142857142856,1.8125,320,0,650.0
515000.0,2,1.0,1680,6500,1.0,4,7,1140,540.0,1941,1610,6500,29651 days 16:47:18.662886,143,2.0,2.111111111111111,70,0,600.0
576000.0,3,1.0,1140,5395,1.0,4,7,1010,130.0,1909,1700,5376,41339 days 16:47:18.662886,195,3.0,7.769230769230769,-560,19,880.0
375000.0,3,1.75,1430,10574,2.0,3,7,1430,0.0,1981,1900,10450,15041 days 16:47:18.662886,324,1.7142857142857142,0.0,-470,124,1430.0
478000.0,3,1.0,1440,7107,1.0,4,7,1000,440.0,1980,1540,7140,15407 days 16:47:18.662886,079,3.0,2.272727272727273,-100,-33,560.0
282000.0,3,1.0,1670,5200,1.0,5,7,1030,640.0,1977,1620,6696,16502 days 16:47:18.662886,028,3.0,1.609375,50,-1496,390.0
1400000.0,4,4.5,3080,10550,2.0,3,8,1940,1140.0,1976,2780,10550,16868 days 16:47:18.662886,304,0.8888888888888888,1.7017543859649122,300,0,800.0
593500.0,5,3.25,4300,50405,2.0,3,8,3220,1080.0,1972,2680,41684,18329 days 16:47:18.662886,041,1.5384615384615385,2.9814814814814814,1620,8721,2140.0
724950.0,4,3.5,3010,174240,2.0,3,9,3010,0.0,2004,2720,247856,6641 days 16:47:18.662886,293,1.1428571428571428,0.0,290,-73616,3010.0
306000.0,3,1.75,1560,7500,1.0,4,8,1560,0.0,1966,1600,7904,20520 days 16:47:18.662886,241,1.7142857142857142,0.0,-40,-404,1560.0
341000.0,4,1.75,1920,7665,1.0,4,8,1500,420.0,1975,2100,7344,17233 days 16:47:18.662886,160,2.2857142857142856,3.5714285714285716,-180,321,1080.0
399950.0,3,2.5,1400,4400,1.0,3,7,1400,0.0,1930,1060,4400,33669 days 16:47:18.662886,307,1.2,0.0,340,0,1400.0
534000.0,5,2.0,2280,3600,2.0,3,7,2280,0.0,1992,1740,1800,11024 days 16:47:18.662886,324,2.5,0.0,540,1800,2280.0
635000.0,6,2.5,3880,5700,2.0,3,7,3880,0.0,2003,2620,5070,7006 days 16:47:18.662886,202,2.4,0.0,1260,630,3880.0
350000.0,2,1.0,1350,3880,1.0,3,6,950,400.0,1927,1670,3920,34765 days 16:47:18.662886,083,2.0,2.375,-320,-40,550.0
856000.0,3,1.5,1480,2700,1.5,3,7,1480,0.0,1928,1970,4200,34400 days 16:47:18.662886,048,2.0,0.0,-490,-1500,1480.0
582000.0,4,3.0,1670,1189,3.0,3,8,1427,243.0,2000,1700,1401,8102 days 16:47:18.662886,266,1.3333333333333333,5.872427983539095,-30,-212,1184.0
799000.0,4,2.5,3400,6742,2.0,3,9,3400,0.0,2004,2970,6909,6641 days 16:47:18.662886,210,1.6,0.0,430,-167,3400.0
423700.0,3,2.5,2070,3986,2.0,3,8,2070,0.0,1999,2090,3986,8467 days 16:47:18.662886,251,1.2,0.0,-20,0,2070.0
1840000.0,4,3.5,4870,39190,2.0,3,1,4870,0.0,1995,5000,33880,9928 days 16:47:18.662886,027,1.1428571428571428,0.0,-130,5310,4870.0
322000.0,3,2.0,1760,43575,1.0,3,7,1160,600.0,1988,1760,46038,12485 days 16:47:18.662886,225,1.5,1.9333333333333333,0,-2463,560.0
929000.0,4,3.25,4030,57499,2.0,3,9,4030,0.0,2002,3470,57499,7371 days 16:47:18.662886,309,1.2307692307692308,0.0,560,0,4030.0
443000.0,2,1.0,1130,5413,1.0,3,7,880,250.0,1939,1250,5413,30382 days 16:47:18.662886,335,2.0,3.52,-120,0,630.0
441500.0,3,1.75,1510,7700,1.0,3,7,1510,0.0,1968,1440,7416,19790 days 16:47:18.662886,114,1.7142857142857142,0.0,70,284,1510.0
875000.0,4,3.5,3110,108464,2.0,4,8,3110,0.0,1979,2340,4938,15772 days 16:47:18.662886,189,1.1428571428571428,0.0,770,103526,3110.0
3600000.0,3,3.25,5020,12431,2.0,3,1,3420,1600.0,1941,3680,12620,29651 days 16:47:18.662886,322,0.9230769230769231,2.1375,1340,-189,1820.0
450000.0,2,1.0,740,5100,1.0,4,7,740,0.0,1947,920,5100,27460 days 16:47:18.662886,117,2.0,0.0,-180,0,740.0
425000.0,3,2.25,1630,10500,1.0,3,7,1100,530.0,1974,1640,9794,17598 days 16:47:18.662886,251,1.3333333333333333,2.0754716981132075,-10,706,570.0
660000.0,4,1.75,2780,9900,2.0,4,1,2780,0.0,1978,2600,12000,16137 days 16:47:18.662886,152,2.2857142857142856,0.0,180,-2100,2780.0
763101.0,3,1.75,1990,5560,1.0,4,7,1100,890.0,1939,1460,3706,30382 days 16:47:18.662886,167,1.7142857142857142,1.2359550561797752,530,1854,210.0
499000.0,4,2.75,2250,14149,2.0,3,9,2250,0.0,1992,2450,14027,11024 days 16:47:18.662886,097,1.4545454545454546,0.0,-200,122,2250.0
521000.0,3,1.75,1720,37363,1.0,4,8,1350,370.0,1974,2740,40635,17598 days 16:47:18.662886,062,1.7142857142857142,3.6486486486486487,-1020,-3272,980.0
302000.0,2,1.0,900,423838,1.0,5,6,900,0.0,1925,1810,94960,35495 days 16:47:18.662886,149,2.0,0.0,-910,328878,900.0
293000.0,4,2.25,2360,6260,2.0,3,7,2360,0.0,1998,2144,6773,8832 days 16:47:18.662886,098,1.7777777777777777,0.0,216,-513,2360.0
335000.0,3,2.25,1530,4580,2.0,3,7,1530,0.0,2011,2110,4094,4084 days 16:47:18.662886,193,1.3333333333333333,0.0,-580,486,1530.0
499000.0,2,1.0,1450,3090,2.0,3,7,1450,0.0,1919,1450,4635,37687 days 16:47:18.662886,349,2.0,0.0,0,-1545,1450.0
600000.0,3,1.75,2040,5000,1.5,3,7,1780,260.0,1924,1690,5000,35861 days 16:47:18.662886,125,1.7142857142857142,6.846153846153846,350,0,1520.0
720000.0,4,1.75,2620,11041,1.5,4,9,2620,0.0,1962,2230,11041,21981 days 16:47:18.662886,259,2.2857142857142856,0.0,390,0,2620.0
195000.0,2,2.0,1180,2553,2.0,3,6,1180,0.0,2005,1310,2687,6275 days 16:47:18.662886,056,1.0,0.0,-130,-134,1180.0
249000.0,3,1.0,1110,8423,1.0,3,7,1110,0.0,1952,1140,9083,25634 days 16:47:18.662886,127,3.0,0.0,-30,-660,1110.0
334000.0,3,2.25,1840,9781,2.0,3,7,1840,0.0,1989,1490,10101,12119 days 16:47:18.662886,033,1.3333333333333333,0.0,350,-320,1840.0
599950.0,4,1.75,2720,7810,1.0,3,8,1510,1210.0,1952,2120,7315,25634 days 16:47:18.662886,311,2.2857142857142856,1.2479338842975207,600,495,300.0
149900.0,2,1.75,1090,1950,1.0,4,8,1090,0.0,1982,1360,3426,14676 days 16:47:18.662886,048,1.1428571428571428,0.0,-270,-1476,1090.0
700000.0,4,1.75,1730,6500,1.0,3,7,1250,480.0,1945,1910,8100,28190 days 16:47:18.662886,329,2.2857142857142856,2.6041666666666665,-180,-1600,770.0
525000.0,4,1.5,1170,6240,1.0,4,6,1170,0.0,1960,2380,8846,22712 days 16:47:18.662886,219,2.6666666666666665,0.0,-1210,-2606,1170.0
1050000.0,4,3.75,4740,126759,2.0,4,1,4740,0.0,1991,3060,118047,11389 days 16:47:18.662886,189,1.0666666666666667,0.0,1680,8712,4740.0
402000.0,3,2.5,1960,8000,1.0,4,7,1290,670.0,1977,1960,8000,16502 days 16:47:18.662886,128,1.2,1.9253731343283582,0,0,620.0
450000.0,3,2.0,1430,3480,1.0,3,7,980,450.0,1947,1450,4650,27460 days 16:47:18.662886,171,1.5,2.1777777777777776,-20,-1170,530.0
